"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","CreateUser_ShouldThrow_WhenUserAlreadyExists","UnitTests","Sun Nov 30 15:58:26 UTC 2025","passed","Sun Nov 30 15:58:26 UTC 2025","UserRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldThrow_WhenUserAlreadyExists"
"","7","CreateDocument_ShouldThrow_WhenDocumentAlreadyExists","IntegrationTests","Sun Nov 30 15:58:37 UTC 2025","passed","Sun Nov 30 15:58:37 UTC 2025","DocumentRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.DocumentRepositoryPostgresTests","CreateDocument_ShouldThrow_WhenDocumentAlreadyExists"
"","8","GetPerson_WithValidId_ReturnsPersonFull","UnitTests","Sun Nov 30 15:58:26 UTC 2025","passed","Sun Nov 30 15:58:26 UTC 2025","PersonServiceTests+GetPersonTests","UnitTests.Services","UnitTests.Services.PersonServiceTests+GetPersonTests","GetPerson_WithValidId_ReturnsPersonFull"
"","2","DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists","UnitTests","Sun Nov 30 15:58:25 UTC 2025","passed","Sun Nov 30 15:58:25 UTC 2025","UserServiceTests","UnitTests.Services","UnitTests.Services.UserServiceTests","DeleteUser_ShouldThrowUserNotFoundException_WhenUserNotExists"
"","40","Login_ValidCredentials_ReturnsJwtToken","UnitTests","Sun Nov 30 15:58:27 UTC 2025","passed","Sun Nov 30 15:58:27 UTC 2025","AuthServiceTests","UnitTests.Services","UnitTests.Services.AuthServiceTests","Login_ValidCredentials_ReturnsJwtToken"
"","6","DeleteContact_ShouldThrowException_WhenContactDoesNotExist","UnitTests","Sun Nov 30 15:58:27 UTC 2025","passed","Sun Nov 30 15:58:27 UTC 2025","ContactRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.ContactRepositoryInMemoryTests","DeleteContact_ShouldThrowException_WhenContactDoesNotExist"
"","9","SetRelationship_ShouldCreateRelationship","UnitTests","Sun Nov 30 15:58:27 UTC 2025","passed","Sun Nov 30 15:58:27 UTC 2025","RelationshipRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldCreateRelationship"
"","4","SetRelationship_ShouldUpdateExistingRelationship","UnitTests","Sun Nov 30 15:58:27 UTC 2025","passed","Sun Nov 30 15:58:27 UTC 2025","RelationshipRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldUpdateExistingRelationship"
"","2","GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships","UnitTests","Sun Nov 30 15:58:27 UTC 2025","passed","Sun Nov 30 15:58:27 UTC 2025","RelationshipRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","GetPersonRelationships_ShouldReturnEmpty_WhenNoRelationships"
"","7","CreateContact_ShouldCreateSuccessfully","IntegrationTests","Sun Nov 30 15:58:39 UTC 2025","passed","Sun Nov 30 15:58:39 UTC 2025","ContactRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.ContactRepositoryPostgresTests","CreateContact_ShouldCreateSuccessfully"
