"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","329","GetPersonIdByContact_ShouldThrowException_WhenContactNotFound","IntegrationTests","Mon Dec 15 20:52:28 UTC 2025","passed","Mon Dec 15 20:52:28 UTC 2025","ContactRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.ContactRepositoryPostgresTests","GetPersonIdByContact_ShouldThrowException_WhenContactNotFound"
"","9","SetRelationship_ShouldCreateRelationship","UnitTests","Mon Dec 15 20:51:51 UTC 2025","passed","Mon Dec 15 20:51:51 UTC 2025","RelationshipRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.RelationshipRepositoryInMemoryTests","SetRelationship_ShouldCreateRelationship"
"","31","DeleteContact_ShouldThrowException_WhenContactDoesNotExist","IntegrationTests","Mon Dec 15 20:52:29 UTC 2025","passed","Mon Dec 15 20:52:29 UTC 2025","ContactRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.ContactRepositoryPostgresTests","DeleteContact_ShouldThrowException_WhenContactDoesNotExist"
"","0","WithInvalidEmail_ThrowsValidationException","UnitTests","Mon Dec 15 20:51:50 UTC 2025","passed","Mon Dec 15 20:51:50 UTC 2025","PersonServiceTests+AddPersonContactTests","UnitTests.Services","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithInvalidEmail_ThrowsValidationException"
"","1","CreateUser_ShouldThrow_WhenUserAlreadyExists","UnitTests","Mon Dec 15 20:51:51 UTC 2025","passed","Mon Dec 15 20:51:51 UTC 2025","UserRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.UserRepositoryInMemoryTests","CreateUser_ShouldThrow_WhenUserAlreadyExists"
"","1","GetPersonContacts_ShouldThrowException_WhenPersonDoesNotExist","UnitTests","Mon Dec 15 20:51:51 UTC 2025","passed","Mon Dec 15 20:51:51 UTC 2025","ContactRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.ContactRepositoryInMemoryTests","GetPersonContacts_ShouldThrowException_WhenPersonDoesNotExist"
"","7","CreateUser_ShouldCreateSuccessfully","IntegrationTests","Mon Dec 15 20:52:36 UTC 2025","passed","Mon Dec 15 20:52:36 UTC 2025","UserRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.UserRepositoryPostgresTests","CreateUser_ShouldCreateSuccessfully"
"","3","Login_WrongPassword_ThrowsWrongPasswordException","UnitTests","Mon Dec 15 20:51:51 UTC 2025","passed","Mon Dec 15 20:51:51 UTC 2025","AuthServiceTests","UnitTests.Services","UnitTests.Services.AuthServiceTests","Login_WrongPassword_ThrowsWrongPasswordException"
"","16","WithInvalidPassportJson_ThrowsValidationException","UnitTests","Mon Dec 15 20:51:51 UTC 2025","passed","Mon Dec 15 20:51:51 UTC 2025","PersonServiceTests+AddPersonDocumentTests","UnitTests.Services","UnitTests.Services.PersonServiceTests+AddPersonDocumentTests","WithInvalidPassportJson_ThrowsValidationException"
"","1","DeleteCharacteristic_ShouldThrow_WhenNotFound","UnitTests","Mon Dec 15 20:51:50 UTC 2025","passed","Mon Dec 15 20:51:50 UTC 2025","CharacteristicRepositoryInMemoryTests","UnitTests.Repositories","UnitTests.Repositories.CharacteristicRepositoryInMemoryTests","DeleteCharacteristic_ShouldThrow_WhenNotFound"
"","1","WithUnknownContactType_ThrowsValidationException","UnitTests","Mon Dec 15 20:51:50 UTC 2025","passed","Mon Dec 15 20:51:50 UTC 2025","PersonServiceTests+AddPersonContactTests","UnitTests.Services","UnitTests.Services.PersonServiceTests+AddPersonContactTests","WithUnknownContactType_ThrowsValidationException"
"","6","GetPersonsCharacteristics_ShouldReturnEmpty_WhenNoCharacteristics","IntegrationTests","Mon Dec 15 20:52:35 UTC 2025","passed","Mon Dec 15 20:52:35 UTC 2025","CharacteristicRepositoryPostgresTests","IntegrationTests.Repositories","IntegrationTests.Repositories.CharacteristicRepositoryPostgresTests","GetPersonsCharacteristics_ShouldReturnEmpty_WhenNoCharacteristics"
"","5","ChangePassword_ValidInput_ChangesPassword","UnitTests","Mon Dec 15 20:51:50 UTC 2025","passed","Mon Dec 15 20:51:50 UTC 2025","AuthServiceTests","UnitTests.Services","UnitTests.Services.AuthServiceTests","ChangePassword_ValidInput_ChangesPassword"
